,id,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,ProdTaken,marital_status,car,children_number
2673,2673,39,0,1,1980.0,2,0,3.0,4.0,3,3.0,5,0,2,3.0,429660,0,1,0,1
2674,2674,32,1,1,900.0,2,0,3.0,4.0,0,3.0,2,0,1,4.0,263040,0,1,1,1
2675,2675,42,0,2,480.0,1,1,3.0,1.0,3,3.0,3,1,1,3.0,357600,0,1,0,0
2676,2676,52,0,2,480.0,0,1,4.0,4.0,1,4.0,5,0,3,2.0,532950,0,0,1,0
2677,2677,31,0,1,480.0,0,0,3.0,3.0,0,3.0,5,1,2,4.0,260475,1,1,1,0
2678,2678,39,0,2,2160.0,2,1,3.0,4.0,3,3.0,5,0,5,3.0,379440,0,2,0,0
2679,2679,48,0,1,480.0,2,1,3.0,2.0,0,3.0,7,0,2,4.0,300000,1,0,0,0
2680,2680,45,0,1,1800.0,2,1,3.0,3.0,2,3.0,3,0,1,1.0,498405,0,2,0,0
2681,2681,52,0,2,1380.0,1,0,3.0,3.0,3,3.0,2,0,4,3.0,300000,0,2,0,0
2682,2682,39,0,2,1200.0,1,0,3.0,3.0,0,3.0,6,0,4,4.0,355671,0,1,0,2
2683,2683,33,0,2,1980.0,1,1,4.0,3.0,3,3.0,5,0,3,3.0,355680,0,2,0,3
2684,2684,42,0,2,1500.0,1,1,3.0,3.0,3,3.0,3,0,4,3.0,343185,0,1,0,0
2685,2685,39,0,1,480.0,2,0,4.0,4.0,0,4.0,7,0,4,4.0,341970,0,2,0,3
2686,2686,31,1,1,960.0,2,0,4.0,4.0,0,3.0,3,0,3,4.0,340170,1,2,0,3
2687,2687,33,0,1,840.0,2,0,3.0,2.0,0,3.0,3,0,4,4.0,304440,0,1,1,2
2688,2688,29,1,1,660.0,2,1,3.0,1.0,0,3.0,3,0,3,4.0,300000,0,2,1,0
2689,2689,35,1,1,1320.0,2,0,3.0,2.0,0,3.0,2,0,4,4.0,270000,0,2,1,0
2690,2690,38,0,1,1920.0,1,1,3.0,4.0,3,3.0,5,0,4,3.0,374265,0,1,1,0
2691,2691,27,1,2,900.0,2,1,3.0,5.0,1,4.0,2,0,3,2.0,426315,0,0,1,0
2692,2692,39,0,2,1500.0,2,1,3.0,5.0,3,4.0,2,0,5,3.0,372495,0,1,1,0
2693,2693,34,0,2,1020.0,2,0,3.0,5.0,3,5.0,3,0,5,3.0,300435,0,1,1,2
2694,2694,28,0,2,960.0,1,0,3.0,5.0,1,4.0,2,0,4,2.0,396570,0,1,1,2
2695,2695,39,0,2,2040.0,2,1,3.0,3.0,3,3.0,4,0,4,4.0,330480,0,2,0,0
2696,2696,39,0,3,900.0,2,0,3.0,3.0,0,3.0,6,0,4,4.0,355671,1,2,0,1
2697,2697,41,0,2,420.0,2,1,3.0,3.0,3,3.0,5,0,3,3.0,273990,0,2,0,0
2698,2698,42,0,3,480.0,1,1,3.0,3.0,3,3.0,1,0,4,3.0,266190,0,2,1,1
2699,2699,23,0,2,480.0,0,1,3.0,3.0,0,3.0,1,1,5,4.0,263280,1,3,1,1
2700,2700,39,1,2,780.0,2,0,3.0,6.0,0,4.0,3,0,3,4.0,310000,0,3,0,2
2701,2701,50,0,1,480.0,0,1,3.0,4.0,0,3.0,5,0,5,4.0,380000,0,2,1,2
2702,2702,50,0,3,2040.0,2,0,4.0,3.0,3,4.0,4,0,1,3.0,300000,0,1,0,0
2703,2703,56,0,1,420.0,1,1,3.0,4.0,0,3.0,5,0,4,4.0,314745,0,2,0,1
2704,2704,20,0,1,780.0,1,0,3.0,4.0,0,3.0,5,0,4,4.0,317610,0,3,1,1
2705,2705,39,0,1,960.0,1,1,3.0,4.0,2,3.0,2,0,3,1.0,410000,0,2,0,2
2706,2706,40,1,2,1920.0,2,1,4.0,4.0,3,3.0,3,0,2,3.0,400000,0,2,0,1
2707,2707,34,1,1,480.0,2,1,3.0,3.0,4,3.0,1,0,3,0.0,442545,0,3,0,0
2708,2708,46,0,3,720.0,0,1,3.0,2.0,3,3.0,3,0,4,3.0,400000,0,1,0,1
2709,2709,51,0,2,420.0,1,0,3.0,6.0,2,5.0,6,0,3,1.0,572025,0,1,1,0
2710,2710,39,0,1,420.0,0,1,3.0,3.0,4,3.0,1,0,5,0.0,559950,0,2,0,0
2711,2711,37,1,1,900.0,2,0,3.0,4.0,0,3.0,2,0,2,4.0,268650,0,3,1,0
2712,2712,59,0,1,840.0,1,1,3.0,3.0,4,3.0,5,0,5,0.0,572460,0,0,1,1
2713,2713,34,1,1,1080.0,1,1,3.0,3.0,0,3.0,3,0,4,4.0,490935,0,2,0,2
2714,2714,38,0,1,540.0,0,1,4.0,4.0,0,3.0,5,0,2,4.0,328020,1,1,1,2
2715,2715,39,0,1,660.0,1,1,4.0,2.0,0,3.0,3,0,1,4.0,300000,0,2,0,0
2716,2716,22,0,1,420.0,1,0,4.0,4.0,0,3.0,3,0,2,4.0,307920,0,3,0,1
2717,2717,40,0,2,600.0,2,1,3.0,3.0,3,3.0,2,0,3,4.0,345210,0,1,0,1
2718,2718,46,1,1,420.0,2,1,4.0,4.0,0,3.0,2,0,2,4.0,310000,0,2,0,0
2719,2719,28,0,1,900.0,1,1,3.0,4.0,0,3.0,3,0,4,4.0,328275,0,2,0,2
2720,2720,30,0,1,540.0,1,1,4.0,2.0,0,3.0,5,0,2,4.0,392325,0,2,1,0
2721,2721,54,0,2,480.0,2,0,3.0,4.0,0,3.0,5,0,3,4.0,277815,0,2,0,1
2722,2722,39,0,2,1020.0,2,0,3.0,4.0,0,3.0,2,0,3,4.0,262425,0,1,0,1
2723,2723,48,0,1,600.0,0,1,4.0,4.0,1,3.0,2,0,2,4.0,538785,0,2,0,0
2724,2724,39,1,3,660.0,1,1,3.0,3.0,3,3.0,2,0,4,3.0,363225,0,1,0,0
2725,2725,39,0,3,420.0,1,0,3.0,3.0,3,3.0,3,0,5,4.0,320000,0,1,1,1
2726,2726,43,0,2,900.0,1,1,3.0,4.0,4,3.0,5,0,3,0.0,375795,0,2,1,1
2727,2727,27,1,2,840.0,1,1,3.0,3.0,3,3.0,2,0,4,3.0,330000,0,2,1,0
2728,2728,31,0,2,480.0,2,1,3.0,3.0,1,4.0,2,1,3,2.0,405405,1,2,0,1
2729,2729,39,0,2,600.0,2,1,3.0,2.0,3,3.0,3,0,3,3.0,300000,0,0,0,0
2730,2730,34,0,2,480.0,2,0,3.0,4.0,3,3.0,1,0,3,3.0,310755,0,2,1,0
2731,2731,50,0,1,600.0,2,1,3.0,4.0,4,4.0,3,0,3,1.0,575325,0,3,1,0
2732,2732,40,0,1,420.0,2,1,3.0,4.0,4,5.0,2,0,4,0.0,573285,0,1,1,0
2733,2733,39,0,2,1560.0,1,1,3.0,3.0,3,3.0,3,0,3,3.0,330000,0,2,0,1
2734,2734,31,0,2,720.0,1,1,3.0,2.0,3,3.0,2,0,4,3.0,333030,0,0,0,1
2735,2735,35,0,1,600.0,0,0,3.0,4.0,0,3.0,2,0,3,4.0,270000,0,2,0,0
2736,2736,39,0,1,360.0,2,1,3.0,3.0,0,3.0,2,0,4,4.0,355671,0,1,1,0
2737,2737,39,0,1,420.0,1,1,2.0,5.0,4,5.0,5,0,5,0.0,522105,0,2,1,0
2738,2738,51,0,2,780.0,1,1,3.0,3.0,1,4.0,5,0,2,2.0,331155,0,2,0,2
2739,2739,30,1,2,420.0,2,0,3.0,3.0,3,4.0,4,0,2,3.0,315585,0,3,1,0
2740,2740,44,0,2,1740.0,2,0,3.0,3.0,3,5.0,3,0,2,3.0,376665,0,2,1,0
2741,2741,39,0,1,900.0,1,0,4.0,4.0,4,3.0,5,0,4,0.0,330000,0,2,0,1
2742,2742,39,1,2,1080.0,2,1,3.0,4.0,1,4.0,2,0,3,2.0,473385,0,2,0,2
2743,2743,20,0,2,600.0,2,1,2.0,4.0,3,4.0,2,0,4,3.0,300000,0,2,1,1
2744,2744,30,1,2,600.0,2,0,2.0,4.0,0,5.0,3,0,3,4.0,315360,0,1,0,1
2745,2745,39,0,2,1080.0,2,0,2.0,4.0,3,5.0,3,0,3,3.0,330600,0,1,0,1
2746,2746,45,0,2,1020.0,0,1,3.0,4.0,3,5.0,5,0,3,3.0,400000,0,1,0,0
2747,2747,38,1,2,540.0,2,1,2.0,4.0,1,4.0,2,0,4,2.0,364935,0,2,0,1
2748,2748,43,0,2,840.0,2,1,2.0,4.0,3,5.0,2,0,4,3.0,300000,0,0,0,1
2749,2749,39,0,1,540.0,0,1,3.0,1.0,0,3.0,3,0,4,4.0,264780,1,3,0,1
2750,2750,34,0,1,840.0,2,1,3.0,3.0,0,3.0,2,0,4,4.0,267450,0,2,0,1
2751,2751,23,0,2,1080.0,2,1,4.0,4.0,0,3.0,3,0,4,4.0,318030,0,2,0,0
2752,2752,52,0,3,1020.0,1,1,3.0,4.0,1,4.0,6,0,4,2.0,360060,0,3,1,2
2753,2753,39,0,2,720.0,1,1,3.0,5.0,3,4.0,7,0,4,3.0,344175,0,1,0,2
2754,2754,42,1,2,840.0,1,0,3.0,4.0,1,4.0,1,0,3,2.0,370260,0,0,1,0
2755,2755,44,1,2,480.0,1,0,3.0,4.0,1,4.0,2,0,3,2.0,418530,0,2,1,0
2756,2756,36,0,2,840.0,1,1,3.0,4.0,3,4.0,1,0,3,3.0,423645,0,0,0,0
2757,2757,34,0,3,660.0,1,0,3.0,5.0,1,4.0,1,0,4,2.0,425955,0,2,1,2
2758,2758,39,0,3,960.0,1,1,2.0,4.0,1,4.0,1,0,3,2.0,408780,0,0,0,1
2759,2759,39,0,2,600.0,1,0,3.0,4.0,1,4.0,4,0,3,2.0,433320,0,1,1,2
2760,2760,29,0,2,660.0,1,1,3.0,4.0,3,4.0,5,0,3,3.0,360000,0,0,0,0
2761,2761,42,0,1,900.0,1,0,3.0,3.0,0,3.0,5,1,3,4.0,266685,0,2,0,1
2762,2762,39,1,1,600.0,1,1,3.0,4.0,0,3.0,4,1,3,4.0,269925,1,1,0,1
2763,2763,43,0,2,480.0,2,0,2.0,4.0,3,4.0,3,1,3,3.0,374415,1,0,0,0
2764,2764,32,0,2,780.0,2,0,2.0,4.0,1,4.0,1,1,3,2.0,267045,0,0,0,1
2765,2765,48,0,1,420.0,2,1,3.0,3.0,0,4.0,4,0,2,4.0,507720,0,1,0,2
2766,2766,39,0,1,540.0,2,0,3.0,3.0,0,4.0,2,0,2,4.0,355671,0,1,0,2
2767,2767,26,0,3,720.0,2,1,2.0,5.0,0,4.0,2,0,4,4.0,338580,0,0,1,1
2768,2768,39,0,1,420.0,2,0,3.0,4.0,0,4.0,1,0,4,4.0,262725,0,1,1,2
2769,2769,36,0,1,1620.0,2,1,2.0,4.0,3,4.0,3,0,3,2.0,334290,0,2,1,1
2770,2770,58,0,1,660.0,0,1,3.0,4.0,1,4.0,2,0,4,2.0,481545,0,2,0,0
2771,2771,31,0,1,840.0,0,1,2.0,4.0,0,4.0,2,0,4,2.0,346740,0,3,1,1
2772,2772,34,0,1,540.0,2,1,3.0,4.0,1,5.0,3,0,4,2.0,394530,0,2,0,0
2773,2773,54,0,1,900.0,2,0,2.0,4.0,1,4.0,2,0,3,2.0,425670,0,0,1,1
2774,2774,48,0,1,900.0,0,1,2.0,4.0,0,4.0,1,0,4,4.0,280050,0,1,1,1
2775,2775,44,0,1,540.0,0,1,3.0,4.0,2,5.0,6,0,3,1.0,445620,0,3,1,0
2776,2776,39,0,1,540.0,2,1,3.0,4.0,0,5.0,5,0,3,4.0,361905,0,2,0,2
2777,2777,39,0,1,480.0,0,0,2.0,4.0,0,5.0,1,0,4,4.0,266535,0,2,1,1
2778,2778,26,0,1,1020.0,2,1,2.0,4.0,1,4.0,1,0,4,2.0,350000,0,2,1,1
2779,2779,51,0,1,540.0,2,1,3.0,4.0,0,5.0,3,0,3,4.0,352695,0,0,1,2
2780,2780,26,0,1,540.0,1,1,3.0,4.0,2,4.0,2,0,3,1.0,525690,0,2,0,0
2781,2781,39,1,3,780.0,2,0,2.0,4.0,1,4.0,2,0,1,2.0,367995,0,0,0,0
2782,2782,50,1,3,780.0,0,0,1.0,4.0,1,4.0,1,0,1,2.0,386160,0,0,0,0
2783,2783,37,1,2,1200.0,1,1,2.0,4.0,3,4.0,1,0,2,4.0,342390,0,1,0,0
2784,2784,39,1,2,480.0,1,0,2.0,4.0,1,4.0,2,0,1,2.0,356580,0,0,0,1
2785,2785,39,1,3,780.0,2,0,1.0,4.0,3,4.0,7,0,1,3.0,364875,0,0,0,0
2786,2786,39,1,1,720.0,1,0,2.0,4.0,1,4.0,1,0,3,2.0,365580,0,0,0,1
2787,2787,40,0,1,420.0,1,1,3.0,4.0,4,5.0,3,0,5,0.0,500325,0,1,0,2
2788,2788,48,1,1,540.0,1,1,2.0,4.0,2,4.0,7,0,3,4.0,479115,0,1,0,0
2789,2789,57,0,1,540.0,1,0,3.0,4.0,1,4.0,6,0,3,2.0,358605,0,0,1,0
2790,2790,48,1,1,780.0,1,0,3.0,4.0,1,4.0,2,0,3,2.0,400000,0,3,0,2
2791,2791,60,1,1,1980.0,0,1,3.0,4.0,2,5.0,5,1,3,1.0,562860,0,2,1,2
2792,2792,39,1,2,1620.0,1,1,2.0,4.0,3,4.0,1,0,4,4.0,296100,0,3,0,1
2793,2793,44,0,1,660.0,1,1,3.0,5.0,4,5.0,3,0,4,0.0,567525,0,2,0,0
2794,2794,50,0,1,960.0,2,0,2.0,4.0,1,5.0,5,0,4,4.0,317595,0,0,0,1
2795,2795,40,0,1,780.0,0,1,1.0,4.0,1,4.0,1,0,5,2.0,345330,0,0,0,0
2796,2796,31,0,1,900.0,0,0,1.0,4.0,0,4.0,2,0,3,4.0,345060,1,1,0,0
2797,2797,35,0,2,1080.0,2,1,2.0,4.0,1,4.0,4,1,2,2.0,394860,0,3,0,1
2798,2798,40,1,3,960.0,2,1,2.0,4.0,1,4.0,2,1,1,2.0,468840,0,1,0,1
2799,2799,34,1,1,780.0,2,0,2.0,4.0,3,4.0,1,0,2,3.0,301335,0,3,1,1
2800,2800,36,0,1,480.0,2,0,2.0,4.0,1,5.0,7,0,2,2.0,464130,0,3,0,0
2801,2801,60,0,1,660.0,2,1,2.0,4.0,2,4.0,5,0,2,1.0,572265,0,1,1,1
2802,2802,56,0,1,420.0,1,0,2.0,4.0,1,4.0,5,0,1,2.0,400000,0,1,0,1
2803,2803,36,1,1,480.0,2,0,2.0,4.0,2,5.0,2,0,1,3.0,450000,0,2,0,0
2804,2804,48,0,1,360.0,1,0,2.0,4.0,1,4.0,2,0,5,2.0,330105,0,0,0,0
2805,2805,36,1,1,420.0,1,0,2.0,4.0,1,4.0,2,0,4,2.0,365355,0,0,0,0
2806,2806,39,0,3,660.0,1,1,2.0,4.0,1,3.0,2,0,1,2.0,394005,0,1,0,0
2807,2807,33,0,1,540.0,0,0,1.0,4.0,1,4.0,1,1,2,2.0,390000,0,2,0,0
2808,2808,40,0,1,900.0,1,1,3.0,3.0,3,3.0,5,0,4,3.0,315495,0,2,0,1
2809,2809,39,1,1,540.0,1,1,3.0,3.0,3,3.0,3,0,1,3.0,335205,0,3,1,2
2810,2810,50,1,3,420.0,1,1,3.0,4.0,2,4.0,5,0,1,4.0,432105,0,1,1,1
2811,2811,52,0,1,1020.0,2,1,4.0,4.0,3,3.0,7,0,3,3.0,355125,0,2,0,0
2812,2812,40,0,2,2040.0,2,0,3.0,4.0,3,3.0,3,0,3,3.0,355290,0,0,1,0
2813,2813,34,0,2,360.0,2,1,3.0,3.0,1,3.0,2,0,5,2.0,375150,0,2,1,0
2814,2814,39,0,2,720.0,2,0,3.0,3.0,3,3.0,2,0,4,3.0,332010,0,0,0,0
2815,2815,31,0,2,1980.0,2,0,3.0,3.0,3,3.0,3,0,4,3.0,367485,0,2,0,1
2816,2816,52,0,2,480.0,2,1,3.0,3.0,3,3.0,5,0,3,3.0,300000,0,1,0,1
2817,2817,30,0,2,1800.0,2,1,3.0,3.0,3,4.0,3,0,3,3.0,314730,0,2,0,0
2818,2818,39,0,2,540.0,2,0,3.0,3.0,0,4.0,2,0,3,4.0,269070,0,1,1,1
2819,2819,39,0,2,1500.0,2,1,3.0,3.0,3,3.0,5,0,4,3.0,339645,0,2,0,0
2820,2820,54,0,2,600.0,2,1,3.0,4.0,3,3.0,1,0,4,3.0,355671,0,2,0,1
2821,2821,27,0,2,960.0,2,1,3.0,4.0,0,3.0,2,0,4,4.0,357510,0,2,0,0
2822,2822,20,0,2,900.0,2,0,3.0,4.0,0,3.0,3,0,4,4.0,313815,1,1,1,0
2823,2823,37,0,2,420.0,1,0,3.0,3.0,3,3.0,5,0,4,3.0,337860,0,2,0,1
2824,2824,42,0,2,780.0,1,1,3.0,3.0,3,3.0,1,0,4,3.0,330000,0,2,1,1
2825,2825,30,0,2,1500.0,1,0,3.0,3.0,3,4.0,3,1,4,3.0,362850,1,0,0,0
2826,2826,39,0,1,1140.0,2,1,3.0,4.0,0,4.0,5,0,3,4.0,273015,0,2,0,2
2827,2827,51,0,1,1860.0,2,1,3.0,3.0,3,3.0,5,0,3,3.0,371370,0,2,0,1
2828,2828,42,0,1,840.0,2,1,3.0,3.0,2,4.0,1,0,3,1.0,504540,0,1,1,0
2829,2829,31,0,1,1440.0,2,0,3.0,3.0,3,3.0,2,0,3,3.0,300225,0,3,1,1
2830,2830,35,1,2,2040.0,2,1,3.0,3.0,3,3.0,2,0,4,3.0,341880,0,2,0,0
2831,2831,21,1,2,780.0,2,0,1.0,5.0,0,4.0,3,0,3,4.0,251775,1,3,1,0
2832,2832,44,0,2,660.0,2,1,2.0,5.0,1,4.0,2,0,4,2.0,406980,0,2,1,1
2833,2833,39,0,2,1620.0,2,0,2.0,5.0,0,4.0,2,0,3,4.0,400000,0,2,1,1
2834,2834,30,0,2,780.0,2,0,3.0,5.0,3,5.0,3,0,3,3.0,300000,0,2,0,0
2835,2835,28,0,2,660.0,2,1,2.0,5.0,0,4.0,3,0,4,4.0,311565,0,0,0,0
2836,2836,35,1,3,480.0,2,0,2.0,5.0,3,5.0,3,0,4,3.0,369705,0,0,0,1
2837,2837,37,0,2,2160.0,1,0,3.0,2.0,3,3.0,6,0,3,3.0,345300,0,2,0,1
2838,2838,56,0,2,480.0,1,0,3.0,4.0,3,3.0,1,0,3,3.0,356835,0,0,1,0
2839,2839,34,0,3,780.0,2,1,2.0,5.0,0,4.0,3,0,2,4.0,324900,0,3,0,0
2840,2840,30,1,1,1980.0,2,1,3.0,2.0,3,3.0,3,0,3,3.0,350000,0,2,0,1
2841,2841,49,0,1,1440.0,1,0,3.0,3.0,3,3.0,2,0,3,3.0,348840,0,2,0,1
2842,2842,41,1,1,1980.0,1,0,3.0,3.0,3,3.0,2,0,3,3.0,310290,0,2,0,0
2843,2843,39,1,1,900.0,1,0,3.0,3.0,3,3.0,1,0,4,4.0,355671,0,2,1,1
2844,2844,39,0,1,780.0,1,1,3.0,4.0,3,3.0,3,0,4,3.0,300000,0,0,0,0
2845,2845,37,0,1,840.0,1,1,3.0,3.0,0,3.0,5,0,3,4.0,350000,0,1,0,0
2846,2846,49,1,3,780.0,1,1,3.0,5.0,1,4.0,5,0,4,2.0,378615,0,0,1,2
2847,2847,20,0,2,660.0,1,1,2.0,5.0,1,4.0,2,0,4,2.0,400000,0,2,1,1
2848,2848,20,1,1,1020.0,2,1,3.0,3.0,0,3.0,2,1,4,4.0,253125,0,2,0,1
2849,2849,43,1,1,900.0,2,0,3.0,3.0,2,4.0,3,0,5,1.0,564240,0,1,1,2
2850,2850,29,0,1,900.0,1,0,3.0,3.0,3,3.0,2,1,4,3.0,350000,0,2,1,0
2851,2851,53,0,1,840.0,1,1,3.0,3.0,4,4.0,6,0,5,0.0,575250,0,2,1,2
2852,2852,39,0,1,1860.0,2,0,2.0,5.0,2,4.0,6,0,1,1.0,465645,0,0,0,1
2853,2853,20,0,1,960.0,2,0,2.0,5.0,0,4.0,3,0,3,4.0,318060,0,3,0,0
2854,2854,27,0,1,600.0,0,1,3.0,5.0,0,4.0,2,0,4,4.0,347280,0,2,0,2
2855,2855,41,1,1,540.0,2,0,2.0,5.0,1,4.0,2,0,3,2.0,455970,0,0,0,1
2856,2856,39,0,1,480.0,2,0,3.0,5.0,0,5.0,3,0,3,4.0,309915,0,1,0,2
2857,2857,36,1,1,780.0,0,1,3.0,5.0,0,4.0,3,0,4,4.0,307020,0,1,0,2
2858,2858,33,1,2,780.0,2,0,2.0,5.0,3,4.0,5,0,4,3.0,300000,0,2,0,1
2859,2859,53,0,1,600.0,1,1,3.0,5.0,1,4.0,1,0,3,2.0,340000,0,0,1,0
2860,2860,54,1,2,900.0,0,1,2.0,4.0,1,4.0,2,0,3,2.0,400000,0,2,0,1
2861,2861,35,0,2,900.0,2,1,2.0,4.0,0,4.0,5,1,3,4.0,261270,1,2,0,1
2862,2862,39,1,3,720.0,1,0,3.0,6.0,0,4.0,4,1,3,4.0,317820,1,3,0,0
2863,2863,51,0,1,840.0,0,1,4.0,4.0,0,3.0,5,0,4,4.0,350000,0,1,0,1
2864,2864,38,0,2,1320.0,2,1,2.0,1.0,3,4.0,2,0,2,3.0,267015,0,2,1,1
2865,2865,36,0,2,540.0,2,1,4.0,4.0,0,3.0,5,0,3,4.0,353745,0,2,0,0
2866,2866,44,0,1,780.0,2,1,2.0,3.0,0,4.0,7,0,2,4.0,261240,1,1,0,0
2867,2867,57,1,1,600.0,2,0,2.0,3.0,2,5.0,4,0,2,1.0,574155,0,2,0,0
2868,2868,36,1,1,1080.0,2,0,4.0,4.0,3,3.0,3,0,4,3.0,300000,0,2,0,1
2869,2869,34,0,1,720.0,2,0,4.0,4.0,0,3.0,5,0,4,4.0,312855,0,1,0,0
2870,2870,39,0,1,960.0,2,1,4.0,4.0,0,3.0,3,0,3,4.0,311910,0,1,1,0
2871,2871,30,0,2,1440.0,1,0,2.0,1.0,0,4.0,6,0,4,4.0,251280,0,2,1,0
2872,2872,23,0,2,480.0,2,0,2.0,1.0,3,4.0,1,1,4,3.0,352215,0,0,0,0
2873,2873,32,0,1,540.0,2,0,2.0,3.0,0,4.0,2,0,3,4.0,271065,0,2,1,1
2874,2874,20,0,1,900.0,0,1,2.0,1.0,0,4.0,2,0,4,4.0,260000,0,2,0,1
2875,2875,39,0,1,480.0,1,0,2.0,3.0,3,3.0,3,1,3,3.0,365835,0,2,0,0
2876,2876,38,0,1,960.0,1,0,4.0,2.0,3,3.0,3,0,4,3.0,361950,0,2,1,1
2877,2877,38,1,2,900.0,1,0,2.0,3.0,3,4.0,5,0,2,3.0,309435,0,2,0,1
2878,2878,57,1,3,1800.0,2,0,2.0,3.0,2,4.0,2,0,2,1.0,399960,0,1,0,0
2879,2879,33,1,3,780.0,1,1,2.0,3.0,3,5.0,1,0,2,3.0,355671,0,3,0,0
2880,2880,39,0,2,1920.0,1,1,2.0,3.0,3,4.0,4,0,1,3.0,333285,0,2,0,0
2881,2881,50,1,3,780.0,0,1,3.0,3.0,1,4.0,2,0,1,2.0,367065,0,2,0,2
2882,2882,29,0,3,780.0,0,0,3.0,3.0,1,4.0,2,0,2,2.0,400000,0,0,0,0
2883,2883,40,1,2,960.0,2,0,3.0,3.0,1,4.0,2,0,2,2.0,345810,1,2,0,2
2884,2884,39,1,2,660.0,2,1,2.0,3.0,1,4.0,2,0,2,2.0,351660,0,1,0,1
2885,2885,55,0,2,780.0,2,0,3.0,3.0,1,4.0,2,0,1,2.0,460710,0,1,0,2
2886,2886,39,1,2,780.0,2,1,2.0,3.0,3,4.0,2,0,2,3.0,305385,0,2,1,0
2887,2887,39,1,2,420.0,1,1,3.0,4.0,1,4.0,7,0,1,2.0,360810,0,1,0,2
2888,2888,34,0,3,1260.0,2,0,2.0,3.0,1,4.0,7,0,2,2.0,360000,0,1,1,0
2889,2889,39,1,2,720.0,2,0,2.0,3.0,3,4.0,7,0,2,3.0,276165,1,1,0,1
2890,2890,33,0,2,840.0,1,1,3.0,3.0,1,4.0,5,0,2,2.0,418470,0,2,0,2
2891,2891,41,1,3,660.0,1,0,3.0,3.0,1,4.0,2,0,1,2.0,340995,0,0,0,2
2892,2892,37,1,3,1080.0,2,1,2.0,3.0,1,4.0,2,0,2,2.0,412785,0,0,1,1
2893,2893,39,0,2,1800.0,2,1,2.0,3.0,2,4.0,2,0,2,1.0,400000,0,0,0,0
2894,2894,53,1,2,780.0,2,0,3.0,3.0,1,4.0,2,1,1,2.0,393075,0,2,0,2
2895,2895,39,0,2,540.0,2,0,3.0,3.0,0,5.0,5,1,2,4.0,263940,0,3,0,2
2896,2896,33,1,2,540.0,1,1,2.0,3.0,3,4.0,1,1,1,3.0,263070,0,1,1,0
2897,2897,39,1,2,780.0,0,0,2.0,3.0,1,4.0,5,1,2,2.0,395460,0,2,0,0
2898,2898,34,0,1,420.0,1,1,2.0,3.0,1,4.0,1,0,2,2.0,346410,0,2,0,1
2899,2899,40,0,1,720.0,2,1,2.0,3.0,1,4.0,2,0,1,2.0,359430,0,0,0,0
2900,2900,35,1,1,480.0,1,1,3.0,3.0,1,4.0,2,0,2,2.0,272220,0,0,1,0
2901,2901,30,0,1,480.0,2,1,3.0,4.0,0,4.0,3,0,2,4.0,344190,0,1,0,0
2902,2902,30,1,1,1260.0,1,1,2.0,3.0,0,4.0,7,0,2,2.0,352710,0,0,0,0
2903,2903,22,0,1,1620.0,2,0,2.0,3.0,0,4.0,2,0,2,4.0,305640,0,3,0,1
2904,2904,55,0,1,900.0,1,1,3.0,3.0,1,4.0,2,0,2,2.0,371505,0,0,0,2
2905,2905,39,1,1,420.0,2,1,3.0,4.0,0,4.0,2,0,2,2.0,318510,0,0,0,0
2906,2906,36,1,1,1080.0,1,1,2.0,3.0,3,4.0,3,0,1,3.0,330000,0,1,1,1
2907,2907,39,0,1,480.0,1,1,3.0,3.0,1,5.0,1,0,2,2.0,400000,0,2,0,2
2908,2908,29,1,1,960.0,1,1,2.0,3.0,1,4.0,2,0,1,2.0,465585,0,1,0,0
2909,2909,47,0,1,1380.0,1,1,2.0,4.0,1,4.0,2,0,1,2.0,409185,0,2,0,0
2910,2910,39,0,1,780.0,0,1,3.0,4.0,1,4.0,3,0,1,2.0,376800,0,2,1,0
2911,2911,48,1,1,480.0,1,1,2.0,3.0,1,4.0,2,0,1,2.0,368025,0,0,0,0
2912,2912,30,0,1,1380.0,2,0,2.0,4.0,1,4.0,2,0,1,4.0,364545,0,1,0,1
2913,2913,53,0,2,420.0,2,1,3.0,4.0,4,5.0,7,0,4,0.0,500000,0,2,1,0
2914,2914,42,0,3,840.0,2,0,3.0,3.0,1,4.0,5,0,4,2.0,404610,0,2,0,2
2915,2915,39,0,3,600.0,2,1,2.0,3.0,0,5.0,1,0,4,4.0,287250,1,2,1,0
2916,2916,35,1,3,1320.0,2,0,1.0,3.0,0,4.0,2,0,3,4.0,257370,0,1,1,0
2917,2917,35,0,2,1380.0,2,0,1.0,4.0,3,4.0,2,0,3,3.0,337725,0,1,1,0
2918,2918,39,0,2,1380.0,2,0,1.0,3.0,3,4.0,4,0,3,3.0,318630,0,1,0,0
2919,2919,36,0,3,720.0,2,0,1.0,3.0,3,4.0,4,0,3,3.0,300000,0,1,0,0
2920,2920,39,1,2,1080.0,2,0,2.0,3.0,0,4.0,5,0,3,4.0,269010,1,1,0,1
2921,2921,34,1,2,660.0,2,0,3.0,3.0,0,3.0,5,1,4,4.0,260010,1,1,1,0
2922,2922,30,1,2,360.0,1,0,1.0,3.0,1,4.0,2,0,3,2.0,368655,0,0,0,0
